10,1270736000,19682386000
20,2536094900,21020762000
30,4714283400,22764269000
40,6066396800,24124228000
50,7579092100,25042462000
60,9092657200,26394260000
70,10617442100,28120875000
80,12016572900,29340726000
90,13688337400,31083003000
